intent,text,response_template
route_inquiry,Kartalden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Marmaray ile nasıl giderim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,cuma öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bosphorus köprüsü rotası,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Üsküdar Şişli güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah erken durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
unclear,kafam karıştı,Sorunuzu netleştirebilir misiniz?
alternative_route,ekonomik yol,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Kartalden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
alternative_route,alternatif güzergah,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Bakırköy ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
parking_info,valet park,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Eminönü çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,taksi ile ne kadar,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,hafta içi gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim ile Eminönü arasında rota,Size en uygun rotayı hesaplayabilirim.
greeting,merhaba asistan,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beşiktaş ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,Maslak trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_prediction,pazar günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi sabahı durum,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Maslak ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdarden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
greeting,naber,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Kadıköyden Üsküdarye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatihden Bakırköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli çıkışı Taksim yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu trafiği,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Üsküdar ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
travel_time,otogar mesafesi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Beylikdüzü Üsküdar arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksimden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Levent çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
help,ne yapabilirsin,"Trafik bilgileri, rota önerileri ve daha fazlası için buradayım."
route_inquiry,Maslak ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe akşamı trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,hafta sonu öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi sabah erken durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe çıkışı Üsküdar yolu,Size en uygun rotayı hesaplayabilirim.
traffic_status,Beşiktaş durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Maltepe Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
weather_traffic,dolu yağışı,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,pazar akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,lpg istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Mecidiyeköy çıkışı Beşiktaş yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,bisikletle süre,Süre hesaplaması için rotanızı belirtir misiniz?
travel_time,şehir merkezine ne kadar,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Kartalden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
weather_traffic,karlı havada durum,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Bakırköy Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatihden Mecidiyeköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
parking_info,park edebileceğim yer,Park yeri bilgisi için lokasyon belirtir misiniz?
weather_traffic,hava durumu etkisi,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Levent ile Taksim arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,fırtınada yol durumu,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,cumartesi günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih çıkışı Maltepe yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Leventden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
best_departure_time,en uygun çıkış,En iyi çıkış zamanını hesaplayabilirim.
route_inquiry,Kartal ile Fatih arasında rota,Size en uygun rotayı hesaplayabilirim.
parking_info,park durumu,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,pazar akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,bp benzinlik,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Beylikdüzü ile Maslak arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepeden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
unclear,kafam karıştı,Sorunuzu netleştirebilir misiniz?
traffic_prediction,pazar mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
complaint,işe yaramıyorsun,Size daha iyi hizmet vermeye çalışırım.
route_inquiry,Maltepe çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
thanks,çok yardımcı oldun,Memnun oldum! Dikkatli sürün.
route_inquiry,Kartal Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartalden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
alternative_route,kestirme yol,Alternatif rota seçeneklerini gösterebilirim.
greeting,hey dostum,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Taksim ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü Mecidiyeköy arası yol,Size en uygun rotayı hesaplayabilirim.
goodbye,görüşmek üzere,Güvenli yolculuklar dilerim!
route_inquiry,TEM mi E5 mi daha iyi,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Maltepeden Bakırköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih Sultan Mehmet köprüsü güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,cuma günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
fuel_info,benzin fiyatı,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
traffic_prediction,pazartesi günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepeden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba sabah erken durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu trafiği,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Üsküdar Fatih arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepeden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Leventden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe ile Fatih arasında rota,Size en uygun rotayı hesaplayabilirim.
travel_time,Zamanı hesapla,Zaman hesaplaması için güzergahınızı belirtir misiniz?
goodbye,iyi akşamlar,Güvenli yolculuklar dilerim!
alternative_route,sakin yol,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Fatih Şişli arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartalden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe ile Maslak arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hello bot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
goodbye,iyi yolculuklar,Güvenli yolculuklar dilerim!
route_inquiry,Maltepeden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköyden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
complaint,yanlış bilgi verdin,"Üzgünüm, doğru bilgiyi vermeye çalışayım."
traffic_prediction,çarşamba akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Taksim arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe ile Fatih arasında rota,Size en uygun rotayı hesaplayabilirim.
complaint,Hata,Karşılaştığınız hatayı detaylandırır mısınız?
route_inquiry,Maslak Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaşden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzüden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,yoğunluk olmayan zaman,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,salı günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,Sisli hava,Sisli havada görüş mesafesi ve trafik durumu nasıl?
route_inquiry,Eminönü Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli Eminönü güzergahı,Size en uygun rotayı hesaplayabilirim.
alternative_route,başka yol önerisi,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Beşiktaş Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksimden Bakırköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent çıkışı Üsküdar yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzüden Mecidiyeköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
complaint,berbat,Nasıl gelişebilirim?
route_inquiry,Beylikdüzü ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,shell istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Fatihden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,Levent yoğunluğu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Mecidiyeköy çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
greeting,hi there,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_status,çevre yolu durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Mecidiyeköyden Beylikdüzüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzüden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
weather_traffic,rüzgarlı hava,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Beylikdüzünden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,bayram günü trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
alternative_route,alternatif güzergah,Alternatif rota seçeneklerini gösterebilirim.
best_departure_time,trafik olmayan saat,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,hafta sonu trafiği,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,çarşamba sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaşden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdarden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selamlar canım,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,hafta içi mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy Beylikdüzü arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
alternative_route,sakin yol,Alternatif rota seçeneklerini gösterebilirim.
traffic_prediction,çarşamba günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,yağmurda trafik,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,yağmurlu günde trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Beşiktaş çıkışı Şişli yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatihden Mecidiyeköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
travel_time,gidip gelme süresi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Kartal Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepeden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
best_departure_time,hangi saatte çıkayım,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,hafta sonu mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköyden Kadıköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
best_departure_time,ideal zaman,En iyi çıkış zamanını hesaplayabilirim.
fuel_info,lpg istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Kartal Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Levent Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
complaint,beğenmedim,Geri bildiriminiz için teşekkürler.
route_inquiry,Maslak çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
weather_traffic,sisli hava trafik,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Fatih çıkışı Şişli yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancıden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
goodbye,dikkatli ol,Güvenli yolculuklar dilerim!
traffic_prediction,pazar öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,iyi günler bot,Güvenli yolculuklar dilerim!
traffic_prediction,çarşamba öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaş Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
goodbye,görüşmek üzere,Güvenli yolculuklar dilerim!
route_inquiry,Beşiktaş çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
traffic_status,kennedy caddesi trafik,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Şişli Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,minibüs rotası,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Şişliden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,kendine iyi bak,Güvenli yolculuklar dilerim!
route_inquiry,Maslak ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,minibüs rotası,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Levent Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköyden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatihden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
unclear,belirsiz,Daha açık ifade edebilir misiniz?
route_inquiry,Kadıköy Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
best_departure_time,en iyi çıkış zamanı,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,hafta sonu günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak ile Taksim arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar sabah erken durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü çıkışı Üsküdar yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli ile Taksim arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
fuel_info,opet lokasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Şişli Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
thanks,başarılısın,Güvenli sürüşler!
goodbye,sonra görüşürüz,Güvenli yolculuklar dilerim!
route_inquiry,Maltepe Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
alternative_route,farklı rota seçeneği,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Taksim ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
alternative_route,yan yollar,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Beşiktaşden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
